ResponseId,CounterBalance,Domain,Nudge,Treatment,measure,value
R_2TRELeAw1mzG6qR,4,Organ Donation,Salience,Loss Aversion,RT,183.831
R_xzsLctDt2xmjrqh,4,Organ Donation,Salience,Loss Aversion,RT,12.341
R_21FhZEWERWOQAdC,4,Organ Donation,Salience,Loss Aversion,RT,5.702
R_qJikmwNsHQyjFJv,4,Organ Donation,Salience,Loss Aversion,RT,124.407
R_XNDHMBpA1Vxu5O1,4,Organ Donation,Salience,Loss Aversion,RT,25.011
R_snzw6m4Rk7amPtf,4,Organ Donation,Salience,Loss Aversion,RT,21.355
R_3QPOQpHul1I7EJS,4,Organ Donation,Salience,Loss Aversion,RT,81.414
R_3ikgqC5NgxH6S5I,4,Organ Donation,Salience,Loss Aversion,RT,48.908
R_3iPYdOiGPkB8HIr,4,Organ Donation,Salience,Loss Aversion,RT,33.569
R_2E4xg7ZBAVbVdnc,4,Organ Donation,Salience,Loss Aversion,RT,88.291
R_3gMosbRvwy87WJL,4,Organ Donation,Salience,Loss Aversion,RT,5.582
R_2RPzaR4RVmBP96c,4,Organ Donation,Salience,Loss Aversion,RT,90.282
R_ClhUFa5OMLaVs09,4,Organ Donation,Salience,Loss Aversion,RT,6.11
R_OHc2rtRi95fHO5X,4,Organ Donation,Salience,Loss Aversion,RT,49.467
R_BWAKJVLmfZ81gaJ,4,Organ Donation,Salience,Loss Aversion,RT,55.208
R_3OqAXaLTKqMdAY5,3,Flu Shot,Salience,Effectiveness,RT,26.426
R_3kOnrkyNrpGeR1Y,3,Flu Shot,Salience,Effectiveness,RT,42.36
R_2Ubzzjc9ytuAf48,3,Flu Shot,Salience,Effectiveness,RT,13.296
R_ZqUlgvnhsX664Fz,3,Flu Shot,Salience,Effectiveness,RT,41.112
R_1PRcFXrzX6yqgQn,3,Flu Shot,Salience,Effectiveness,RT,15.481
R_10MMkqh7MT7xujW,3,Flu Shot,Salience,Effectiveness,RT,42.317
R_1LAnNEpRgbwzZAZ,3,Flu Shot,Salience,Effectiveness,RT,34.097
R_1lsq4BgtyE9g3r0,3,Flu Shot,Salience,Effectiveness,RT,84.037
R_22PwU1KkgAd7lvj,3,Flu Shot,Salience,Effectiveness,RT,34.548
R_2ceDDLoeNpEw4Ok,3,Flu Shot,Salience,Effectiveness,RT,5.149
R_3RpwuS0BAIU9vwy,3,Flu Shot,Salience,Effectiveness,RT,9.492
R_ezjse6T3s7XJQIh,3,Flu Shot,Salience,Effectiveness,RT,70.763
R_xgYQWYvrJD1PzLH,3,Flu Shot,Salience,Effectiveness,RT,28.602
R_1j9S7mSTrFVFRO4,3,Flu Shot,Salience,Effectiveness,RT,56.487
R_31uVHHNVYPlUZyG,3,Flu Shot,Salience,Effectiveness,RT,44.711
R_26aKd1ljmzqFACk,3,Flu Shot,Salience,Effectiveness,RT,43.087
R_2YeS7FgYp6TUFLK,3,Flu Shot,Salience,Effectiveness,RT,3.977
R_1ePsjv643tukDSr,3,Flu Shot,Salience,Effectiveness,RT,4.961
R_2c7XilHXVVa90Oe,3,Flu Shot,Salience,Effectiveness,RT,16.112
R_w0Q0MMpf9xNkGMp,3,Flu Shot,Salience,Effectiveness,RT,8.392
R_2QYiUha0DX2rJn3,3,Flu Shot,Salience,Effectiveness,RT,2.981
R_56g5lPILAEiOPHH,3,Flu Shot,Salience,Effectiveness,RT,5.208
R_1rMJSVyWlhLEFRH,3,Flu Shot,Salience,Effectiveness,RT,11.605
R_2zdskUGVSbVcIUr,3,Flu Shot,Salience,Effectiveness,RT,53.688
R_1EWmVfNzO40yenG,3,Flu Shot,Salience,Effectiveness,RT,25.554
R_1mFbOvAPN1XFfFG,3,Flu Shot,Salience,Effectiveness,RT,8.763
R_2dtFKUtIXr0Qxpi,3,Flu Shot,Salience,Effectiveness,RT,33.441
R_tDMpnvHTMpXacPD,3,Flu Shot,Salience,Effectiveness,RT,323.196
R_3iKHwxPvzBUTiXw,3,Flu Shot,Salience,Effectiveness,RT,17.035
R_2ykfg0sLQtIpqhv,3,Flu Shot,Salience,Effectiveness,RT,6.081
R_2P7P4RE0c7SYmJb,2,Retirement Savings,Salience,Control,RT,30.765
R_1o5yqVzCZtgj6H4,2,Retirement Savings,Salience,Control,RT,53.467
R_1mk3kxaqoDm4Ipl,2,Retirement Savings,Salience,Control,RT,9.559
R_AvQ3MPJZr12vGXT,2,Retirement Savings,Salience,Control,RT,35.174
R_2WSAvpnd6rVQGSo,2,Retirement Savings,Salience,Control,RT,114.24
R_1pLEURoqlSWBT0S,2,Retirement Savings,Salience,Control,RT,2.851
R_paYQ8L2GbtXi1G1,2,Retirement Savings,Salience,Control,RT,19.569
R_1hQZpyg9SAgP7BN,2,Retirement Savings,Salience,Control,RT,9.733
R_33qlsjTBHS2WcpJ,2,Retirement Savings,Salience,Control,RT,15.764
R_296W2UHX4sDBs0V,2,Retirement Savings,Salience,Control,RT,283.51
R_1Iati7r4b74gclr,2,Retirement Savings,Salience,Control,RT,319.27
R_1nSXICZCQLOZzEz,2,Retirement Savings,Salience,Control,RT,24.612
R_3KUX6MMHsn4GmnR,2,Retirement Savings,Salience,Control,RT,27.486
R_rqj9JrdR0QcEoHD,2,Retirement Savings,Salience,Control,RT,78.404
R_2dhDQMTiqSnUrLC,2,Retirement Savings,Salience,Control,RT,33.239
R_33rnkmlaHYYwsk4,2,Retirement Savings,Salience,Control,RT,260.453
R_DcR59GUJLx4lLsR,2,Retirement Savings,Salience,Control,RT,8.133
R_zSu03ctocJsHkyt,2,Retirement Savings,Salience,Control,RT,15.535
R_1FxqB2P07rn0gwp,2,Retirement Savings,Salience,Control,RT,8.541
R_33pbtVyVtgquEwx,2,Retirement Savings,Salience,Control,RT,6.158
R_3nA6tzws31egabe,2,Retirement Savings,Salience,Control,RT,26.33
R_2TXLKZRia3vdeo7,2,Retirement Savings,Salience,Control,RT,12.266
R_22E5MebN5txdRLR,2,Retirement Savings,Salience,Control,RT,5.984
R_1lAXf78tfZPitte,2,Retirement Savings,Salience,Control,RT,7.227
R_2tmcucIdi6Ds04F,2,Retirement Savings,Salience,Control,RT,3.475
R_1hLx59rIXvwFU7G,2,Retirement Savings,Salience,Control,RT,49.084
R_28BXypbEKV9AluC,2,Retirement Savings,Salience,Control,RT,24.158
R_1TXBNZ1uAALDNmx,2,Retirement Savings,Salience,Control,RT,6.35
R_9ow5u3O4tCeUnuN,2,Retirement Savings,Salience,Control,RT,8.547
R_3J8EjQzrBpdUJO5,2,Retirement Savings,Salience,Control,RT,29.627
R_1ot2u7LDk1suWxt,2,Retirement Savings,Salience,Control,RT,3.549
R_3HSMIP1S5RmPnWp,2,Retirement Savings,Salience,Control,RT,35.059
R_2v0qd0MzebrGql7,2,Retirement Savings,Salience,Control,RT,4.718
R_BJKtBq75EXpTvcl,1,Electric Vehicle,Salience,Choice,RT,50.075
R_wMBGSJoFIzOYpMd,1,Electric Vehicle,Salience,Choice,RT,18.74
R_1ouJVYQ7yeQBUdn,1,Electric Vehicle,Salience,Choice,RT,16.652
R_3KvgGiF8tVodfdB,1,Electric Vehicle,Salience,Choice,RT,3.823
R_12ioa0l7BB5L2EM,1,Electric Vehicle,Salience,Choice,RT,5.844
R_1eWf1T9MGa1IQ3Z,1,Electric Vehicle,Salience,Choice,RT,32.481
R_5bfJv8fdsM0AnId,1,Electric Vehicle,Salience,Choice,RT,5.879
R_10vpEUuEmhVrMzi,1,Electric Vehicle,Salience,Choice,RT,14.595
R_1OjzU8VivtYP4zv,1,Electric Vehicle,Salience,Choice,RT,64.244
R_ZqJo1vz5IU5CLtf,1,Electric Vehicle,Salience,Choice,RT,33.789
R_1rknRDjnqKjW5wO,1,Electric Vehicle,Salience,Choice,RT,5.154
R_sNlxlscdTwKakOR,1,Electric Vehicle,Salience,Choice,RT,5.156
R_1IAieEHlQv0sKlF,1,Electric Vehicle,Salience,Choice,RT,68.123
R_3Jyr0zgSvbmyXN3,1,Electric Vehicle,Salience,Choice,RT,11.409
R_1LNZOvsR7YEgDBP,1,Electric Vehicle,Salience,Choice,RT,96.633
R_3LXBKpsgGsbtDyv,1,Electric Vehicle,Salience,Choice,RT,5.27
R_1mKp0rbOcWwvYrX,1,Electric Vehicle,Salience,Choice,RT,73.387
R_3lrU5tIkwomDzKh,1,Electric Vehicle,Salience,Choice,RT,42.462
R_25A83tYZhDcEdf5,1,Electric Vehicle,Salience,Choice,RT,3.868
R_szYTNnpma31YJih,1,Electric Vehicle,Salience,Choice,RT,29.307
R_qOQh7UNPoUnc0k9,1,Electric Vehicle,Salience,Choice,RT,3.349
R_2afSKZTm3QxLZEP,1,Electric Vehicle,Salience,Choice,RT,7.259
R_10OPLE8I6zrdtwI,1,Electric Vehicle,Salience,Choice,RT,964.865
R_vwTPVV6T7WbBkaJ,1,Electric Vehicle,Salience,Choice,RT,94.896
R_3OcvmohVN4WCAz5,1,Electric Vehicle,Salience,Choice,RT,28.502
R_3GwXmN2gGfOcFg5,1,Electric Vehicle,Salience,Choice,RT,20.866
R_1jIYHf46mvizKQy,1,Electric Vehicle,Salience,Choice,RT,64.488
R_2YfA0sWZihZwYba,1,Electric Vehicle,Salience,Choice,RT,5.246
R_3jfEe7QzO8opwvm,1,Electric Vehicle,Salience,Choice,RT,57.991
R_r0Ulwjm2O6KaZSp,5,Electric Vehicle,Reminder,Control,acceptability,1
R_331Q82a7NP6ZnSJ,5,Electric Vehicle,Reminder,Control,acceptability,3
R_z74ShAEAZwT7cIx,5,Electric Vehicle,Reminder,Control,acceptability,4
R_1NqRrPTK4NBB0CE,5,Electric Vehicle,Reminder,Control,acceptability,4
R_1QflQWDGKo8Gl4T,5,Electric Vehicle,Reminder,Control,acceptability,4
R_2dSb1Nbp2vMbaDQ,5,Electric Vehicle,Reminder,Control,acceptability,4
R_sgP0qp7fmALYkPT,5,Electric Vehicle,Reminder,Control,acceptability,4
R_2zp4Olpn08NG3se,5,Electric Vehicle,Reminder,Control,acceptability,4
R_2ASeqGjkUsOEYK9,5,Electric Vehicle,Reminder,Control,acceptability,4
R_3O2LLQuI7Hyc7Au,5,Electric Vehicle,Reminder,Control,acceptability,5
R_XB5If00YHEbCGzf,5,Electric Vehicle,Reminder,Control,acceptability,5
R_3gR8yFZMbnCWyAE,5,Electric Vehicle,Reminder,Control,acceptability,5
R_3k1A2aQwSvoaAcc,5,Electric Vehicle,Reminder,Control,acceptability,5
R_1FCUn1Mmop7uVAT,5,Electric Vehicle,Reminder,Control,acceptability,5
R_22rww56N9QNV2Gk,5,Electric Vehicle,Reminder,Control,acceptability,5
R_3qvu64ntOrlkTyK,5,Electric Vehicle,Reminder,Control,acceptability,5
R_3m3vehvBwE3y1hu,5,Electric Vehicle,Reminder,Control,acceptability,5
R_3KxflPAFCthwJo5,5,Electric Vehicle,Reminder,Control,acceptability,6
R_3De9rV5JdnvEoyU,5,Electric Vehicle,Reminder,Control,acceptability,6
R_6F3KoVWQUwKNnrP,5,Electric Vehicle,Reminder,Control,acceptability,6
R_2TSjykpn84GEVtz,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1NeroelYUKjU8lb,5,Electric Vehicle,Reminder,Control,acceptability,7
R_3EhGT2xXtm4BWtc,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1l0uutWgGsAOhgB,5,Electric Vehicle,Reminder,Control,acceptability,7
R_O0B2n5Mpk26fk41,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1prswasmpDqFVi9,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1CqGTozF82DpwoR,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1LbbB7XHilhiBAE,5,Electric Vehicle,Reminder,Control,acceptability,7
R_pmDzeJUoWZccHmN,5,Electric Vehicle,Reminder,Control,acceptability,7
R_1jjnty7EJa9uCw1,4,Flu Shot,Reminder,Choice,acceptability,1
R_vcwOtPhiSuhcQKd,4,Flu Shot,Reminder,Choice,acceptability,6
R_3QWRNcOj7uJNxPy,4,Flu Shot,Reminder,Choice,acceptability,6
R_Un1uXQDmG7vBQ9b,4,Flu Shot,Reminder,Choice,acceptability,6
R_1JDtS4xCPDGyGTQ,4,Flu Shot,Reminder,Choice,acceptability,7
R_2RQAPPqUYDxYDCr,4,Flu Shot,Reminder,Choice,acceptability,6
R_1hFpNRWd0Zfgu6E,4,Flu Shot,Reminder,Choice,acceptability,7
R_x6gZCLvxa78Wg5H,4,Flu Shot,Reminder,Choice,acceptability,7
R_3KuZ8b46F2eCM7p,4,Flu Shot,Reminder,Choice,acceptability,4
R_VOKieCQNkoNYudz,4,Flu Shot,Reminder,Choice,acceptability,5
R_33g4PNIlrlvdlTa,4,Flu Shot,Reminder,Choice,acceptability,5
R_1lmdfbCH1KC9A92,4,Flu Shot,Reminder,Choice,acceptability,6
R_0GOyAlDVp19aNMJ,4,Flu Shot,Reminder,Choice,acceptability,7
R_2TRELeAw1mzG6qR,4,Flu Shot,Reminder,Choice,acceptability,7
R_xzsLctDt2xmjrqh,4,Flu Shot,Reminder,Choice,acceptability,7
R_21FhZEWERWOQAdC,4,Flu Shot,Reminder,Choice,acceptability,5
R_qJikmwNsHQyjFJv,4,Flu Shot,Reminder,Choice,acceptability,7
R_XNDHMBpA1Vxu5O1,4,Flu Shot,Reminder,Choice,acceptability,7
R_snzw6m4Rk7amPtf,4,Flu Shot,Reminder,Choice,acceptability,6
R_3QPOQpHul1I7EJS,4,Flu Shot,Reminder,Choice,acceptability,6
R_3ikgqC5NgxH6S5I,4,Flu Shot,Reminder,Choice,acceptability,5
R_3iPYdOiGPkB8HIr,4,Flu Shot,Reminder,Choice,acceptability,7
R_2E4xg7ZBAVbVdnc,4,Flu Shot,Reminder,Choice,acceptability,6
R_3gMosbRvwy87WJL,4,Flu Shot,Reminder,Choice,acceptability,5
R_2RPzaR4RVmBP96c,4,Flu Shot,Reminder,Choice,acceptability,7
R_ClhUFa5OMLaVs09,4,Flu Shot,Reminder,Choice,acceptability,7
R_OHc2rtRi95fHO5X,4,Flu Shot,Reminder,Choice,acceptability,5
R_BWAKJVLmfZ81gaJ,4,Flu Shot,Reminder,Choice,acceptability,7
R_3OqAXaLTKqMdAY5,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_3kOnrkyNrpGeR1Y,3,Retirement Savings,Reminder,Loss Aversion,acceptability,5
R_2Ubzzjc9ytuAf48,3,Retirement Savings,Reminder,Loss Aversion,acceptability,3
R_ZqUlgvnhsX664Fz,3,Retirement Savings,Reminder,Loss Aversion,acceptability,4
R_1PRcFXrzX6yqgQn,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_10MMkqh7MT7xujW,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_1LAnNEpRgbwzZAZ,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_1lsq4BgtyE9g3r0,3,Retirement Savings,Reminder,Loss Aversion,acceptability,4
R_22PwU1KkgAd7lvj,3,Retirement Savings,Reminder,Loss Aversion,acceptability,5
R_2ceDDLoeNpEw4Ok,3,Retirement Savings,Reminder,Loss Aversion,acceptability,4
R_3RpwuS0BAIU9vwy,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_ezjse6T3s7XJQIh,3,Retirement Savings,Reminder,Loss Aversion,acceptability,4
R_xgYQWYvrJD1PzLH,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_1j9S7mSTrFVFRO4,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_31uVHHNVYPlUZyG,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_26aKd1ljmzqFACk,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_2YeS7FgYp6TUFLK,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_1ePsjv643tukDSr,3,Retirement Savings,Reminder,Loss Aversion,acceptability,4
R_2c7XilHXVVa90Oe,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_w0Q0MMpf9xNkGMp,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_2QYiUha0DX2rJn3,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_56g5lPILAEiOPHH,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_1rMJSVyWlhLEFRH,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_2zdskUGVSbVcIUr,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_1EWmVfNzO40yenG,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_1mFbOvAPN1XFfFG,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_2dtFKUtIXr0Qxpi,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_tDMpnvHTMpXacPD,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_3iKHwxPvzBUTiXw,3,Retirement Savings,Reminder,Loss Aversion,acceptability,7
R_2ykfg0sLQtIpqhv,3,Retirement Savings,Reminder,Loss Aversion,acceptability,6
R_2P7P4RE0c7SYmJb,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_1o5yqVzCZtgj6H4,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_1mk3kxaqoDm4Ipl,2,Flood Insurance,Reminder,Effectiveness,acceptability,4
R_AvQ3MPJZr12vGXT,2,Flood Insurance,Reminder,Effectiveness,acceptability,3
R_2WSAvpnd6rVQGSo,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_1pLEURoqlSWBT0S,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_paYQ8L2GbtXi1G1,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_1hQZpyg9SAgP7BN,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_33qlsjTBHS2WcpJ,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_296W2UHX4sDBs0V,2,Flood Insurance,Reminder,Effectiveness,acceptability,4
R_1Iati7r4b74gclr,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_1nSXICZCQLOZzEz,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_3KUX6MMHsn4GmnR,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_rqj9JrdR0QcEoHD,2,Flood Insurance,Reminder,Effectiveness,acceptability,4
R_2dhDQMTiqSnUrLC,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_33rnkmlaHYYwsk4,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_DcR59GUJLx4lLsR,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_zSu03ctocJsHkyt,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_1FxqB2P07rn0gwp,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_33pbtVyVtgquEwx,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_3nA6tzws31egabe,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_2TXLKZRia3vdeo7,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_22E5MebN5txdRLR,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_1lAXf78tfZPitte,2,Flood Insurance,Reminder,Effectiveness,acceptability,5
R_2tmcucIdi6Ds04F,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_1hLx59rIXvwFU7G,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_28BXypbEKV9AluC,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_1TXBNZ1uAALDNmx,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_9ow5u3O4tCeUnuN,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_3J8EjQzrBpdUJO5,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_1ot2u7LDk1suWxt,2,Flood Insurance,Reminder,Effectiveness,acceptability,6
R_3HSMIP1S5RmPnWp,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_2v0qd0MzebrGql7,2,Flood Insurance,Reminder,Effectiveness,acceptability,7
R_BJKtBq75EXpTvcl,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_wMBGSJoFIzOYpMd,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_1ouJVYQ7yeQBUdn,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_3KvgGiF8tVodfdB,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_12ioa0l7BB5L2EM,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_1eWf1T9MGa1IQ3Z,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_5bfJv8fdsM0AnId,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_10vpEUuEmhVrMzi,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_1OjzU8VivtYP4zv,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_ZqJo1vz5IU5CLtf,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_1rknRDjnqKjW5wO,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_sNlxlscdTwKakOR,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_1IAieEHlQv0sKlF,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_3Jyr0zgSvbmyXN3,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_1LNZOvsR7YEgDBP,1,Organ Donation,Reminder,Resistibility,acceptability,5
R_3LXBKpsgGsbtDyv,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_1mKp0rbOcWwvYrX,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_3lrU5tIkwomDzKh,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_25A83tYZhDcEdf5,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_szYTNnpma31YJih,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_qOQh7UNPoUnc0k9,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_2afSKZTm3QxLZEP,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_10OPLE8I6zrdtwI,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_vwTPVV6T7WbBkaJ,1,Organ Donation,Reminder,Resistibility,acceptability,6
R_3OcvmohVN4WCAz5,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_3GwXmN2gGfOcFg5,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_1jIYHf46mvizKQy,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_2YfA0sWZihZwYba,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_3jfEe7QzO8opwvm,1,Organ Donation,Reminder,Resistibility,acceptability,7
R_r0Ulwjm2O6KaZSp,5,Electric Vehicle,Reminder,Control,autonomy,7
R_331Q82a7NP6ZnSJ,5,Electric Vehicle,Reminder,Control,autonomy,4
R_z74ShAEAZwT7cIx,5,Electric Vehicle,Reminder,Control,autonomy,3
R_1NqRrPTK4NBB0CE,5,Electric Vehicle,Reminder,Control,autonomy,5
R_1QflQWDGKo8Gl4T,5,Electric Vehicle,Reminder,Control,autonomy,5
R_2dSb1Nbp2vMbaDQ,5,Electric Vehicle,Reminder,Control,autonomy,7
R_sgP0qp7fmALYkPT,5,Electric Vehicle,Reminder,Control,autonomy,5
R_2zp4Olpn08NG3se,5,Electric Vehicle,Reminder,Control,autonomy,7
R_2ASeqGjkUsOEYK9,5,Electric Vehicle,Reminder,Control,autonomy,6
R_3O2LLQuI7Hyc7Au,5,Electric Vehicle,Reminder,Control,autonomy,6
R_XB5If00YHEbCGzf,5,Electric Vehicle,Reminder,Control,autonomy,3
R_3gR8yFZMbnCWyAE,5,Electric Vehicle,Reminder,Control,autonomy,4
R_3k1A2aQwSvoaAcc,5,Electric Vehicle,Reminder,Control,autonomy,6
R_1FCUn1Mmop7uVAT,5,Electric Vehicle,Reminder,Control,autonomy,6
R_22rww56N9QNV2Gk,5,Electric Vehicle,Reminder,Control,autonomy,4
R_3qvu64ntOrlkTyK,5,Electric Vehicle,Reminder,Control,autonomy,4
R_3m3vehvBwE3y1hu,5,Electric Vehicle,Reminder,Control,autonomy,5
R_3KxflPAFCthwJo5,5,Electric Vehicle,Reminder,Control,autonomy,6
R_3De9rV5JdnvEoyU,5,Electric Vehicle,Reminder,Control,autonomy,5
R_6F3KoVWQUwKNnrP,5,Electric Vehicle,Reminder,Control,autonomy,7
R_2TSjykpn84GEVtz,5,Electric Vehicle,Reminder,Control,autonomy,1
R_1NeroelYUKjU8lb,5,Electric Vehicle,Reminder,Control,autonomy,7
R_3EhGT2xXtm4BWtc,5,Electric Vehicle,Reminder,Control,autonomy,6
R_1l0uutWgGsAOhgB,5,Electric Vehicle,Reminder,Control,autonomy,7
R_O0B2n5Mpk26fk41,5,Electric Vehicle,Reminder,Control,autonomy,6
R_1prswasmpDqFVi9,5,Electric Vehicle,Reminder,Control,autonomy,7
R_1CqGTozF82DpwoR,5,Electric Vehicle,Reminder,Control,autonomy,7
R_1LbbB7XHilhiBAE,5,Electric Vehicle,Reminder,Control,autonomy,6
R_pmDzeJUoWZccHmN,5,Electric Vehicle,Reminder,Control,autonomy,5
R_1jjnty7EJa9uCw1,4,Flu Shot,Reminder,Choice,autonomy,3
R_vcwOtPhiSuhcQKd,4,Flu Shot,Reminder,Choice,autonomy,6
R_3QWRNcOj7uJNxPy,4,Flu Shot,Reminder,Choice,autonomy,4
R_Un1uXQDmG7vBQ9b,4,Flu Shot,Reminder,Choice,autonomy,6
R_1JDtS4xCPDGyGTQ,4,Flu Shot,Reminder,Choice,autonomy,6
R_2RQAPPqUYDxYDCr,4,Flu Shot,Reminder,Choice,autonomy,6
R_1hFpNRWd0Zfgu6E,4,Flu Shot,Reminder,Choice,autonomy,7
R_x6gZCLvxa78Wg5H,4,Flu Shot,Reminder,Choice,autonomy,7
R_3KuZ8b46F2eCM7p,4,Flu Shot,Reminder,Choice,autonomy,4
R_VOKieCQNkoNYudz,4,Flu Shot,Reminder,Choice,autonomy,6
R_33g4PNIlrlvdlTa,4,Flu Shot,Reminder,Choice,autonomy,3
R_1lmdfbCH1KC9A92,4,Flu Shot,Reminder,Choice,autonomy,6
R_0GOyAlDVp19aNMJ,4,Flu Shot,Reminder,Choice,autonomy,7
R_2TRELeAw1mzG6qR,4,Flu Shot,Reminder,Choice,autonomy,6
R_xzsLctDt2xmjrqh,4,Flu Shot,Reminder,Choice,autonomy,7
R_21FhZEWERWOQAdC,4,Flu Shot,Reminder,Choice,autonomy,5
R_qJikmwNsHQyjFJv,4,Flu Shot,Reminder,Choice,autonomy,3
R_XNDHMBpA1Vxu5O1,4,Flu Shot,Reminder,Choice,autonomy,7
R_snzw6m4Rk7amPtf,4,Flu Shot,Reminder,Choice,autonomy,6
R_3QPOQpHul1I7EJS,4,Flu Shot,Reminder,Choice,autonomy,7
R_3ikgqC5NgxH6S5I,4,Flu Shot,Reminder,Choice,autonomy,3
R_3iPYdOiGPkB8HIr,4,Flu Shot,Reminder,Choice,autonomy,7
R_2E4xg7ZBAVbVdnc,4,Flu Shot,Reminder,Choice,autonomy,6
R_3gMosbRvwy87WJL,4,Flu Shot,Reminder,Choice,autonomy,6
R_2RPzaR4RVmBP96c,4,Flu Shot,Reminder,Choice,autonomy,7
R_ClhUFa5OMLaVs09,4,Flu Shot,Reminder,Choice,autonomy,7
R_OHc2rtRi95fHO5X,4,Flu Shot,Reminder,Choice,autonomy,6
R_BWAKJVLmfZ81gaJ,4,Flu Shot,Reminder,Choice,autonomy,7
R_3OqAXaLTKqMdAY5,3,Retirement Savings,Reminder,Loss Aversion,autonomy,7
R_3kOnrkyNrpGeR1Y,3,Retirement Savings,Reminder,Loss Aversion,autonomy,7
R_2Ubzzjc9ytuAf48,3,Retirement Savings,Reminder,Loss Aversion,autonomy,6
R_ZqUlgvnhsX664Fz,3,Retirement Savings,Reminder,Loss Aversion,autonomy,6
